"Time","fc1GpsValuesAltitude.mean"
2025-12-07 12:51:26,2690
2025-12-07 12:51:26,2690
2025-12-07 12:51:26,2690
2025-12-07 12:51:26,2690
2025-12-07 12:51:26,2690
2025-12-07 12:51:27,2690
2025-12-07 12:51:27,2690
2025-12-07 12:51:27,2690
2025-12-07 12:51:27,2690
2025-12-07 12:51:27,2690
2025-12-07 12:51:28,2690
2025-12-07 12:51:28,2690
2025-12-07 12:51:28,2690
2025-12-07 12:51:28,2690
2025-12-07 12:51:28,2690
2025-12-07 12:51:29,2690
2025-12-07 12:51:29,2690
2025-12-07 12:51:29,2690
2025-12-07 12:51:29,2690
2025-12-07 12:51:29,2690
2025-12-07 12:51:30,2690
2025-12-07 12:51:30,2690
2025-12-07 12:51:30,2690
2025-12-07 12:51:30,2690
2025-12-07 12:51:30,2690
2025-12-07 12:51:31,2690
2025-12-07 12:51:31,2690
2025-12-07 12:51:31,2690
2025-12-07 12:51:31,2690
2025-12-07 12:51:31,2690
2025-12-07 12:51:32,2690
2025-12-07 12:51:32,2690
2025-12-07 12:51:32,2690
2025-12-07 12:51:32,2690
2025-12-07 12:51:32,2690
2025-12-07 12:51:33,2690
2025-12-07 12:51:33,2690
2025-12-07 12:51:33,2690
2025-12-07 12:51:33,2690
2025-12-07 12:51:33,2690
2025-12-07 12:51:34,2690
2025-12-07 12:51:34,2690
2025-12-07 12:51:34,2690
2025-12-07 12:51:34,2690
2025-12-07 12:51:34,2690
2025-12-07 12:51:35,2690
2025-12-07 12:51:35,2690
2025-12-07 12:51:35,2690
2025-12-07 12:51:35,2690
2025-12-07 12:51:35,2690
2025-12-07 12:51:36,2690
2025-12-07 12:51:36,2690
2025-12-07 12:51:36,2690
2025-12-07 12:51:36,2690
2025-12-07 12:51:36,2690
2025-12-07 12:51:37,2690
2025-12-07 12:51:37,2690
2025-12-07 12:51:37,2690
2025-12-07 12:51:37,2690
2025-12-07 12:51:37,2690
2025-12-07 12:51:38,2690
2025-12-07 12:51:38,2690
2025-12-07 12:51:38,2690
2025-12-07 12:51:38,2690
2025-12-07 12:51:38,2690
2025-12-07 12:51:39,2690
2025-12-07 12:51:39,2690
2025-12-07 12:51:39,2690
2025-12-07 12:51:39,2690
2025-12-07 12:51:39,2690
2025-12-07 12:51:40,2690
2025-12-07 12:51:40,2690
2025-12-07 12:51:40,2690
2025-12-07 12:51:40,2690
2025-12-07 12:51:40,2690
2025-12-07 12:51:41,2690
2025-12-07 12:51:41,2690
2025-12-07 12:51:41,2690
2025-12-07 12:51:41,2690
2025-12-07 12:51:41,2690
2025-12-07 12:51:42,2690
2025-12-07 12:51:42,1996
2025-12-07 12:51:42,1851
2025-12-07 12:51:42,1844
2025-12-07 12:51:42,1837
2025-12-07 12:51:43,1831
2025-12-07 12:51:43,1824
2025-12-07 12:51:43,1817
2025-12-07 12:51:43,1810
2025-12-07 12:51:43,1803
2025-12-07 12:51:44,1797
2025-12-07 12:51:44,1790
2025-12-07 12:51:44,1783
2025-12-07 12:51:44,1777
2025-12-07 12:51:44,1770
2025-12-07 12:51:45,1763
2025-12-07 12:51:45,1756
2025-12-07 12:51:45,1749
2025-12-07 12:51:45,1742
2025-12-07 12:51:45,1735
2025-12-07 12:51:46,1729
2025-12-07 12:51:46,1723
2025-12-07 12:51:46,1716
2025-12-07 12:51:46,1709
2025-12-07 12:51:46,1702
2025-12-07 12:51:47,1695
2025-12-07 12:51:47,1688
2025-12-07 12:51:47,1681
2025-12-07 12:51:47,1675
2025-12-07 12:51:47,1668
2025-12-07 12:51:48,1661
2025-12-07 12:51:48,1654
2025-12-07 12:51:48,1647
2025-12-07 12:51:48,1640
2025-12-07 12:51:48,1633
2025-12-07 12:51:49,1626
2025-12-07 12:51:49,1619
2025-12-07 12:51:49,1613
2025-12-07 12:51:49,1606
2025-12-07 12:51:49,1599
2025-12-07 12:51:50,1593
2025-12-07 12:51:50,1586
2025-12-07 12:51:50,1579
2025-12-07 12:51:50,1572
2025-12-07 12:51:50,1566
2025-12-07 12:51:51,1559
2025-12-07 12:51:51,1552
2025-12-07 12:51:51,1545
2025-12-07 12:51:51,1538
2025-12-07 12:51:51,1531
2025-12-07 12:51:52,1525
2025-12-07 12:51:52,1518
2025-12-07 12:51:52,1511
2025-12-07 12:51:52,1504
2025-12-07 12:51:52,1497
2025-12-07 12:51:53,1490
2025-12-07 12:51:53,1499
2025-12-07 12:51:53,1502
2025-12-07 12:51:53,1502
2025-12-07 12:51:53,1502
2025-12-07 12:51:54,1502
2025-12-07 12:51:54,1502
2025-12-07 12:51:54,1502
2025-12-07 12:51:54,1502
2025-12-07 12:51:54,1502
2025-12-07 12:51:55,1502
2025-12-07 12:51:55,1502
2025-12-07 12:51:55,1502
2025-12-07 12:51:55,1502
2025-12-07 12:51:55,1502
2025-12-07 12:51:56,1502
2025-12-07 12:51:56,1502
2025-12-07 12:51:56,1502
2025-12-07 12:51:56,1502
2025-12-07 12:51:56,1502
2025-12-07 12:51:57,1502
2025-12-07 12:51:57,1502
2025-12-07 12:51:57,1502
2025-12-07 12:51:57,1502
2025-12-07 12:51:57,1502
2025-12-07 12:51:58,1502
2025-12-07 12:51:58,1502
2025-12-07 12:51:58,1502
2025-12-07 12:51:58,1502
2025-12-07 12:51:58,1502
2025-12-07 12:51:59,1502
2025-12-07 12:51:59,1502
2025-12-07 12:51:59,1502
2025-12-07 12:51:59,1502
2025-12-07 12:51:59,1502
2025-12-07 12:52:00,1502
2025-12-07 12:52:00,1502
2025-12-07 12:52:00,1502
2025-12-07 12:52:00,1502
2025-12-07 12:52:00,1502
2025-12-07 12:52:01,1502
2025-12-07 12:52:01,1502
2025-12-07 12:52:01,1502
2025-12-07 12:52:01,1502
2025-12-07 12:52:01,1502
2025-12-07 12:52:02,1502
2025-12-07 12:52:02,1502
2025-12-07 12:52:02,1502
2025-12-07 12:52:02,1502
2025-12-07 12:52:02,1502
2025-12-07 12:52:03,1502
2025-12-07 12:52:03,1502
2025-12-07 12:52:03,1502
2025-12-07 12:52:03,1502
2025-12-07 12:52:03,1502
2025-12-07 12:52:04,1502
2025-12-07 12:52:04,1502
2025-12-07 12:52:04,1502
2025-12-07 12:52:04,1502
2025-12-07 12:52:04,1502
2025-12-07 12:52:05,1502
2025-12-07 12:52:05,1502
2025-12-07 12:52:05,1502
2025-12-07 12:52:05,1502
2025-12-07 12:52:05,1502
2025-12-07 12:52:06,1502
2025-12-07 12:52:06,1502
2025-12-07 12:52:06,1502
2025-12-07 12:52:06,1502
2025-12-07 12:52:06,1502
2025-12-07 12:52:07,1502
2025-12-07 12:52:07,1502
2025-12-07 12:52:07,1502
2025-12-07 12:52:07,1502
2025-12-07 12:52:07,1502
2025-12-07 12:52:08,1502
2025-12-07 12:52:08,1502
2025-12-07 12:52:08,1502
2025-12-07 12:52:08,1502
2025-12-07 12:52:08,1502
2025-12-07 12:52:09,1502
2025-12-07 12:52:09,1502
2025-12-07 12:52:09,1502
2025-12-07 12:52:09,1502
2025-12-07 12:52:09,1502
2025-12-07 12:52:10,1502
2025-12-07 12:52:10,1502
2025-12-07 12:52:10,1502
2025-12-07 12:52:10,1502
2025-12-07 12:52:10,1502
2025-12-07 12:52:11,1502
2025-12-07 12:52:11,1502
2025-12-07 12:52:11,1502
2025-12-07 12:52:11,1502
2025-12-07 12:52:11,1502
2025-12-07 12:52:12,1502
2025-12-07 12:52:12,1502
2025-12-07 12:52:12,1502
2025-12-07 12:52:12,1502
2025-12-07 12:52:12,1502
2025-12-07 12:52:13,1502
2025-12-07 12:52:13,1196
2025-12-07 12:52:13,988
2025-12-07 12:52:13,983
2025-12-07 12:52:13,979
2025-12-07 12:52:14,974
2025-12-07 12:52:14,971
2025-12-07 12:52:14,965
2025-12-07 12:52:14,961
2025-12-07 12:52:14,956
2025-12-07 12:52:15,952
2025-12-07 12:52:15,947
2025-12-07 12:52:15,942
2025-12-07 12:52:15,937
2025-12-07 12:52:15,933
2025-12-07 12:52:16,929
2025-12-07 12:52:16,925
2025-12-07 12:52:16,921
2025-12-07 12:52:16,916
2025-12-07 12:52:16,912
2025-12-07 12:52:17,907
2025-12-07 12:52:17,902
2025-12-07 12:52:17,897
2025-12-07 12:52:17,892
2025-12-07 12:52:17,888
2025-12-07 12:52:18,882
2025-12-07 12:52:18,878
2025-12-07 12:52:18,874
2025-12-07 12:52:18,869
2025-12-07 12:52:18,864
2025-12-07 12:52:19,860
2025-12-07 12:52:19,855
2025-12-07 12:52:19,851
2025-12-07 12:52:19,846
2025-12-07 12:52:19,841
2025-12-07 12:52:20,837
2025-12-07 12:52:20,833
2025-12-07 12:52:20,828
2025-12-07 12:52:20,824
2025-12-07 12:52:20,819
2025-12-07 12:52:21,814
2025-12-07 12:52:21,810
2025-12-07 12:52:21,804
2025-12-07 12:52:21,800
2025-12-07 12:52:21,795
2025-12-07 12:52:22,790
2025-12-07 12:52:22,787
2025-12-07 12:52:22,782
2025-12-07 12:52:22,777
2025-12-07 12:52:22,773
2025-12-07 12:52:23,769
2025-12-07 12:52:23,765
2025-12-07 12:52:23,761
2025-12-07 12:52:23,757
2025-12-07 12:52:23,752
2025-12-07 12:52:24,748
2025-12-07 12:52:24,744
2025-12-07 12:52:24,739
2025-12-07 12:52:24,735
2025-12-07 12:52:24,730
2025-12-07 12:52:25,726
2025-12-07 12:52:25,721
2025-12-07 12:52:25,717
2025-12-07 12:52:25,712
2025-12-07 12:52:25,708
2025-12-07 12:52:26,703
2025-12-07 12:52:26,699
2025-12-07 12:52:26,694
2025-12-07 12:52:26,690
2025-12-07 12:52:26,686
2025-12-07 12:52:27,681
2025-12-07 12:52:27,677
2025-12-07 12:52:27,673
2025-12-07 12:52:27,668
2025-12-07 12:52:27,663
2025-12-07 12:52:28,659
2025-12-07 12:52:28,654
2025-12-07 12:52:28,650
2025-12-07 12:52:28,646
2025-12-07 12:52:28,641
2025-12-07 12:52:29,636
2025-12-07 12:52:29,632
2025-12-07 12:52:29,628
2025-12-07 12:52:29,623
2025-12-07 12:52:29,619
2025-12-07 12:52:30,614
2025-12-07 12:52:30,610
2025-12-07 12:52:30,605
2025-12-07 12:52:30,601
2025-12-07 12:52:30,596
2025-12-07 12:52:31,592
2025-12-07 12:52:31,588
2025-12-07 12:52:31,584
2025-12-07 12:52:31,579
2025-12-07 12:52:31,574
2025-12-07 12:52:32,570
2025-12-07 12:52:32,630
2025-12-07 12:52:32,641
2025-12-07 12:52:32,639
2025-12-07 12:52:32,637
2025-12-07 12:52:33,643
2025-12-07 12:52:33,653
2025-12-07 12:52:33,652
2025-12-07 12:52:33,651
2025-12-07 12:52:33,650
2025-12-07 12:52:34,649
2025-12-07 12:52:34,653
2025-12-07 12:52:34,653
2025-12-07 12:52:34,653
2025-12-07 12:52:34,652
2025-12-07 12:52:35,652
2025-12-07 12:52:35,653
2025-12-07 12:52:35,653
2025-12-07 12:52:35,653
2025-12-07 12:52:35,652
2025-12-07 12:52:36,652
2025-12-07 12:52:36,651
2025-12-07 12:52:36,651
2025-12-07 12:52:36,651
2025-12-07 12:52:36,651
2025-12-07 12:52:37,650
2025-12-07 12:52:37,649
2025-12-07 12:52:37,649
2025-12-07 12:52:37,649
2025-12-07 12:52:37,649
2025-12-07 12:52:38,648
2025-12-07 12:52:38,646
2025-12-07 12:52:38,646
2025-12-07 12:52:38,646
2025-12-07 12:52:38,646
2025-12-07 12:52:39,646
2025-12-07 12:52:39,644
2025-12-07 12:52:39,644
2025-12-07 12:52:39,644
2025-12-07 12:52:39,644
2025-12-07 12:52:40,643
2025-12-07 12:52:40,642
2025-12-07 12:52:40,642
2025-12-07 12:52:40,642
2025-12-07 12:52:40,642
2025-12-07 12:52:41,641
2025-12-07 12:52:41,640
2025-12-07 12:52:41,640
2025-12-07 12:52:41,640
2025-12-07 12:52:41,640
2025-12-07 12:52:42,639
2025-12-07 12:52:42,638
2025-12-07 12:52:42,638
2025-12-07 12:52:42,638
2025-12-07 12:52:42,638
2025-12-07 12:52:43,637
2025-12-07 12:52:43,636
2025-12-07 12:52:43,636
2025-12-07 12:52:43,636
2025-12-07 12:52:43,636
2025-12-07 12:52:44,636
2025-12-07 12:52:44,635
2025-12-07 12:52:44,635
2025-12-07 12:52:44,635
2025-12-07 12:52:44,635
2025-12-07 12:52:45,634
2025-12-07 12:52:45,634
2025-12-07 12:52:45,634
2025-12-07 12:52:45,634
2025-12-07 12:52:45,634
2025-12-07 12:52:46,633
2025-12-07 12:52:46,633
2025-12-07 12:52:46,633
2025-12-07 12:52:46,633
2025-12-07 12:52:46,633
2025-12-07 12:52:47,632
2025-12-07 12:52:47,632
2025-12-07 12:52:47,632
2025-12-07 12:52:47,632
2025-12-07 12:52:47,632
2025-12-07 12:52:48,631
2025-12-07 12:52:48,631
2025-12-07 12:52:48,631
2025-12-07 12:52:48,631
2025-12-07 12:52:48,631
2025-12-07 12:52:49,631
2025-12-07 12:52:49,630
2025-12-07 12:52:49,630
2025-12-07 12:52:49,630
2025-12-07 12:52:49,630
2025-12-07 12:52:50,630
2025-12-07 12:52:50,630
2025-12-07 12:52:50,630
2025-12-07 12:52:50,630
2025-12-07 12:52:50,630
2025-12-07 12:52:51,629
2025-12-07 12:52:51,629
2025-12-07 12:52:51,629
2025-12-07 12:52:51,629
2025-12-07 12:52:51,629
2025-12-07 12:52:52,629
2025-12-07 12:52:52,629
2025-12-07 12:52:52,629
2025-12-07 12:52:52,629
2025-12-07 12:52:52,629
